age,title,bill_id,bill_number,summary,cluster,cluster_keyword
21,노인복지법 일부개정법률안,PRC_G2G3F0D5E2C4D1K0L5K1K4I4J5I4P0,2122504,지방자치단체의 노인친화도시 조례 제정 증가 및 고령화 사회의 환경 변화에 대한 노인들의 적응 어려움을 해결하기 위해 노인친화도시 관련 규정을 신설함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,고위공직자범죄수사처 설치 및 운영에 관한 법률 일부개정법률안(대안),PRC_A2D0L1O2E0O8Q1Y1B2U5J5D9C6H2T0,2106228,고위공직자범죄수사처의 신속한 출범과 수사인력 확보를 위해 고위공직자범죄수사처장 후보 추천 및 수사처 검사 임용 요건을 정비하고 재정 신청 특례 규정을 삭제함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
21,기술보증기금법 일부개정법률안,PRC_Q2T0W0Q8D2J5H1B6K2Y2W2R0G3N8E1,2103270,기술보증기금의 안정적 운영과 연대보증인의 재기를 지원하기 위해 연대보증채무 감경 또는 면제 조항을 신설함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
21,아시아문화중심도시 조성에 관한 특별법 일부개정법률안,PRC_T2Q0A0E8F1R3O1E6Q1E7X5G1J1E9T0,2102954,문화전당 운영의 비효율성과 아시아문화중심도시 조성사업 지연을 해결하기 위해 문화전당을 문화체육관광부 소속기관으로 일원화하고 관련 법률 유효기간을 연장함,16,"[예술인, 지원센터, 문화, 박물관]"
21,제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),PRC_X2A1P1L1W2J5C1A4D0X0W2S0B7L4E9,2113799,제주43사건 희생자 및 유족에 대한 실질적 보상을 위해 보상금 지급 기준 및 절차 등을 명확히 규정함,12,"[국가정보원, 징계 시효, 재난, 소방]"
21,소방시설공사업법 일부개정법률안,PRC_G2K0J1F2B1F5S1C1J0I8C1P6C1N5G5,2106614,법률 용어의 일본식 표현 사용으로 인한 국민 이해도 저하를 개선하기 위해 법률 용어를 한글화하고 쉬운 표현으로 개정함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
21,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안(대안),PRC_R2V0H1Z1S2W5A1V1A1X6L3G2F9L5W8,2106065,국민 정신건강 위협 증가와 무연고 사망자 재산 처리의 비효율성을 해결하기 위해 국가트라우마센터 심리지원 대상 확대 권역별 트라우마센터 설치 근거 마련 및 무연고 사망자 재산 처리 절차를 간소화하는 법안을 마련함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안(대안),PRC_W2U1K1G1I2U5A1U1I3X0I0Q3G0G1V5,2113773,부패행위 신고자 보호 강화 및 제도 운영 미비점 개선을 위해 신고자 불리한 행정처분 감면 보상금 중복지급 금지 부패방지교육 점검 강화 등을 추진함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
21,공무원 노동조합 관련 해직공무원등의 복직 등에 관한 특별법안(대안),PRC_F2Q0M1J1O2T6Y1M0Q0S7X2D4D8T8L2,2106264,공무원 노동조합 활동 관련 징계 또는 해직 처분을 받은 공무원의 구제 필요성으로 인해 해당 공무원의 복직 및 명예회복 절차를 마련함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,방문판매 등에 관한 법률 일부개정법률안,ARC_B2X0C0D7D1U0H1W4Z1W1X2Q8B5D4B3,2101773,신고 민원의 투명하고 신속한 처리와 적극행정 유도를 위해 다단계판매업자 등록사항 변경신고 처리 기간을 10일 이내로 규정하고 기간 내 통지 없을 시 수리된 것으로 간주하는 제도를 신설함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
21,주거기본법 일부개정법률안,PRC_O2G0H1S2D1C6V1N3F4X3K1A1H0L4X3,2106522,주거정책심의위원회의 공정성 및 투명성 확보를 위해 위원 구성과 심의 내용 공개 등을 개선함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,무인도서의 보전 및 관리에 관한 법률 일부개정법률안(대안),PRC_Y2F3A0P3F2J1Y1X4Y0C0K1F7Q1I0V1,2123481,무인도서 관리의 효율성 및 합리적 이용 촉진을 위해 무인도서 간주요건 완화 시설물 설치 허가제도 신설 개발가능무인도서 기반시설 설치비용 지원 근거 마련 등 무인도서 관리 관련 규정을 정비함,13,"[해양수산부, 원양어업허가, 해양수산생명자원, 공유수면]"
21,국가초고성능컴퓨터 활용 및 육성에 관한 법률 일부개정법률안,PRC_Q2J1A0H7G0K7A1Z6M3H0F0S3H7T5W8,2111447,국가 주요 정책의 과학적 근거 기반 의사결정 강화를 위해 국가초고성능컴퓨팅위원회에 과학기술 전문가 임명을 신설함,21,"[개인정보, 방송통신위원회, 정보통신공사업, 방송]"
21,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안(대안),PRC_Q2P1J1T2B3W0K2S1N3M1Q5H6Z6K1O9,2114331,공익사업 관련 이해충돌 방지 및 투기 방지를 위해 대토보상 대상자 선정 기준을 강화함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,과학기술인공제회법 일부개정법률안,PRC_H2T0Y1A1Y1C0D1I1O2E5Y3B5J7C8S1,2105143,일제시대 용어인 대차대조표를 국제회계기준 도입에 따른 재무상태표 용어로 변경함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,수입식품안전관리 특별법 일부개정법률안,PRC_P2P1Z0D5U2L8O0U9B5A7G4X1N8X0Q4,2110772,수입식품 수입중단 해제 요건 불명확으로 인해 수입중단 해제 기준을 명확히 규정함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
21,노후계획도시 정비 및 지원에 관한 특별법안(대안),PRC_A2O3Z1D1S2A9I1L6S0C5N2Q3L2D3U6,2125837,1기 신도시 및 2기 신도시의 노후화 심화와 자족기능 부족으로 인해 노후 계획도시 정비를 위한 특별법을 제정함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,에너지산업융복합단지의 지정 및 육성에 관한 특별법 일부개정법률안,PRC_U2F1M0B5J2R0W1V1M0I4M3E3J0U4U6,2111005,전문연구기관 지정 취소 시 법률관계 안정성 저해 및 광범위한 영향을 고려하여 지정 취소에 대한 청문 절차를 신설함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
21,한국장학재단 설립 등에 관한 법률 일부개정법률안(대안),PRC_X2O1T1N1E2H4G1H6D1O5O1T0Z4J5M2,2113622,학점은행제 학습자의 경제적 부담과 기존 학자금 대출자의 금리 차이를 해소하기 위해 학자금 지원 대상 기관 및 전환대출 대상 범위를 확대함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
21,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안,PRC_R2A2M1B2V2M2F1I3J3R8Q1R5C7R5J9,2119799,복지 사각지대 발굴 정확도 향상을 위해 금융연체자 채무액 정보 활용을 신설함,7,"[금융위원회, 사모펀드, 과태료, 투자자]"
21,자유무역지역의 지정 및 운영에 관한 법률 일부개정법률안,PRC_M2K3G0H7F1G9E1F6D2E1L0K5K1J3K0,2123681,마산자유무역지역이 산업단지가 아닌 공업지역으로 지정되어 있어 사업 추진 및 투자 확대에 어려움이 있으므로 국가산업단지로 지정하는 특례규정을 신설함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
21,식품·의약품 등의 안전기술 진흥법 전부개정법률안,PRC_A2S2X0S8U1R7H1Z7U3I7T0O7E5L4K2,2116985,식품의약품 등의 안전과 혁신제품 신속 제품화 지원을 위한 규제과학 혁신 체계 구축을 위해 규제과학혁신법을 신설함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,국회법 일부개정법률안(대안),PRC_C2T1L1F2I0A1J2L1O2S8K2Y6I6T6O5,2113800,일부 장애인의 기립표결 어려움을 해소하기 위해 투표방식을 개선함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
21,산림자원의 조성 및 관리에 관한 법률 일부개정법률안(대안),PRC_K2T2Y1S1Z1L7I1K3L1R7D2Y8Z8P7F8,2118772,산림 관리 효율성 증대 및 산림 사업 품질 향상을 위해 산림사업 관리 대행 제도 도입 사전 타당성 조사 및 심의위원회 운영 의무화 산림 소유자 손실에 대한 국가 지원 등을 포함한 산림 관리 법규를 개선함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
21,고독사 예방 및 관리에 관한 법률 일부개정법률안,PRC_B2Z3Y0G7H0G4D1K6K5E1D3B0C1O1N6,2123207,고독사 정의에서 시신 발견 시점 기준 부재 및 지자체별 적용 기준 차이로 인한 정책 혼선을 해소하기 위해 고독사 정의에서 시신 발견 시점을 삭제함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,지능형 로봇 개발 및 보급 촉진법 일부개정법률안,PRC_X2H2N0A8K1I2V0W9N2O2S1Z9F2B0C5,2116941,지능형 로봇산업의 급속한 성장과 현행법의 한계를 해결하기 위해 실외이동로봇 운행 관련 법령을 개정하여  실외이동로봇의 정의를 신설하고 운행안전인증 및 손해보장사업 근거를 마련하며 관련 규정을 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,녹색건축물 조성 지원법 일부개정법률안(대안),PRC_C2C1E0G6Q1G6B1W7S4G9G5E3P0D7A7,2111161,공공건축물 에너지 효율 개선 및 녹색건축 인증 관리 강화를 위해 에너지효율 개선 요구 및 인증 취소 의무화를 추진함,5,"[하자분쟁, 학교용지부담금, 소규모주택사업, 기계설비유지관리]"
21,동물보호법 전부개정법률안(대안),PRC_U2M1R1H2E0I2I1Q3Z1A4V4X1W0I6M1,2115073,동물학대 증가와 반려동물 증가 및 국민 인식 변화로 인해 동물보호법을 전부 개정함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
21,민사소송법 일부개정법률안(대안),PRC_Z2P0P1B1J1O7N2D3E0L8X4Z5R2X1J8,2105488,판결서 열람 및 검색 제한으로 인해 판결서 공개 절차를 개선함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
21,노인 일자리 및 사회활동 지원에 관한 법률안(대안),PRC_Q2V3K0A2A1C6I1P1S0O4A5B6U3E7X2,2124623,고령화 사회 심화와 노년 빈곤 문제 해결을 위해 노인 일자리 및 사회활동 지원 체계를 강화함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안,PRC_G2Y0Z0C7K0U1J1H0W5B6W1L3J0S1K2,2101249,공항소음대책위원회의 기능 강화에도 불구하고 항공기 운항 관련 정책 변경에 대한 정보 제공 및 의견 수렴 제도가 미흡하여 국토교통부장관이 항공기 운항 관련 정책을 수립 변경 시 위원회 의견을 듣도록 함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,근로자직업능력 개발법 일부개정법률안(대안),PRC_P2F1X0M7Q0O8W1W6E5O7D5W0Q6R8J4,2111681,4차 산업혁명과 인구구조 변화에 따른 급격한 고용환경 변화와 감염병 확산 위험에 대응하기 위해 국민 평생 직업능력 개발 지원체계를 구축하고 감염병 예방 조치를 의무화하는 법률을 신설함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
21,출판문화산업 진흥법 일부개정법률안,PRC_B2T0Q1P1A0J3Y1Z5I5Q0D3M2X0A7S1,2104984,지역서점 소멸 위기와 도서정가제 개선 필요성으로 인해 지역서점 활성화 및 도서정가제 법적 정비를 위한 지원 정책을 마련함,16,"[예술인, 지원센터, 문화, 박물관]"
21,지진·지진해일·화산의 관측 및 경보에 관한 법률 일부개정법률안,ARC_B2P0W0I6X2S6J1R6H2Q1W4Q4Y9F4M5,2101077,지진 지진해일 화산 관측 경보 연구개발사업의 효율적 추진과 민간 참여 활성화를 위해 연구기관 협약 대상 기준을 완화함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
21,공무원직장협의회의 설립·운영에 관한 법률 일부개정법률안(대안),PRC_U2T2J0H1O0F5Z1G2O4K0H1O9T5E6J4,2115075,공무원직장협의회의 협상력 제고 및 활동 효과성 증대를 위해 연합협의회 설립을 허용하고 가입 범위를 확대하며 협의 대상을 추가하고 근무시간 중 협의회 활동 근거를 명시함,18,"[민원 처리, 협동조합, 국회의원선거, 법무사]"
21,강원특별자치도 설치 등에 관한 특별법 일부개정법률안(대안),PRC_U2G2F0L9O2Z1V1B5U1V2S4F1E7M5O2,2117559,강원특별자치도의 성공적인 출범과 지방분권 실현을 위해 국무총리 소속 강원특별자치도 지원위원회를 신설함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
21,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 일부개정법률안(대안),PRC_A2F1H0X4P1W4F1X7B3Z6W0Z8Y9K3A9,2110274,정신질환 응급입원 비용 지원 미흡 및 조기치료 중요성을 고려하여 응급입원 및 조기치료 비용 지원 근거를 신설함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,주차장법 일부개정법률안(대안),PRC_X2J3I0S4R1M8G1N6Y2V3A4G3W9Q2S7,2125812,공유경제 활성화 및 무료 주차장 장기 방치 차량 문제 해결을 위해 주차장법을 개정하여 승용차 공동이용 자동차에 대한 지원 및 주차 관리 규정을 신설함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,농어업재해보험법 일부개정법률안(대안),PRC_Q2Y1A0N9U3V0U1X5R2G8A2A9W0N3G5,2113219,농어업재해보험 가입률 저조와 기후변화 심화로 인해 농어업재해보험 발전 기본계획 및 시행계획 수립과 보험료율 산정 단위를 구읍면동 단위로 하향 조정하는 법률을 신설함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
21,민법 일부개정법률안(대안),PRC_X2K2F1R2U0D6W2O0T3Z0Q5H4A6S3U8,2118749,나이 계산 방식의 차이로 인한 국민 혼선 및 법적 분쟁을 해소하고 국제 기준에 부합하기 위해 민법에 만 나이 사용을 명확히 규정함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
21,지역보건법 일부개정법률안,PRC_J2Z3G0E1M1B0O1G6C2L1C0O8D6Z7E4,2119545,지역보건의료기관 간 신속한 의사소통 부족과 지역보건의료기관 역할 증대를 위해 지역보건의료기관 협의회를 신설함,19,"[제대혈, 재난적의료비, 마약류, 고위험병원체]"
21,가맹사업거래의 공정화에 관한 법률 일부개정법률안(대안),PRC_P2N1T1M1X2L5G1S1G2W2E0P6W6Z0V3,2113763,가맹점사업자 권익 보호 및 가맹거래 질서 확립을 위해 가맹본부의 광고판촉행사 사전동의 의무화 가맹거래사 등록증 대여 알선 금지 교육기관 지정 취소 시 청문 절차 마련 등을 포함한 제도 미비점을 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,경찰공무원법 일부개정법률안(대안),PRC_X2R3G0E3U2K1E1C5C0P0Q5H2I3H3O5,2123480,전사 순직 경찰공무원에 대한 예우를 위해 승진후보자 명부 등재 경찰공무원이 사망 전날 승진한 것으로 간주하는 근거를 신설함,12,"[국가정보원, 징계 시효, 재난, 소방]"
21,대구경북과학기술원법 일부개정법률안,PRC_E2D1M1J1T0A2J1G7W3B7C2O5S2R4O1,2113141,대구경북과학기술원의 과학기술 혁신 선도 역할 강화를 위해 기술이전 사업화 촉진 및 창업 지원 등 관련 내용을 신설함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
21,지역보건법 일부개정법률안,PRC_Z2F1Z0H1P1M2Y1P3J4E6R2K8F9U4R0,2107577,지역보건의료서비스 제공을 위한 소득재산 조사의 효율성 증대 및 업무부담 경감을 위해 일정 기준 이하 소득재산 신청자에 대한 추가 조사를 생략하고 공적자료 기반 조사 판정 근거를 마련함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,사립학교법 일부개정법률안,PRC_U2T1L1D1J0P9I1Z4C3T3T5Y2T2L4L1,2113522,사립대학 교수의 연구비 비리 증가로 인해 사기죄 벌금 300만원 이상 확정 시 당연퇴직 규정을 신설함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
21,의료법 일부개정법률안(대안),PRC_O2T0A1E1C2G6M1K2V3E4C4U1E1W8M9,2106062,의료시장의 건전성 악화 및 건강보험 재정 악영향을 해소하고자 사무장병원 실태조사 및 위법사실 공표 비급여 진료비용 보고 의무화 불법 의료행위 처벌 강화 등 의료법을 개선함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,재난 및 안전관리 기본법 일부개정법률안(대안),PRC_L2Q3A0C2S2X3P1A9S3A6M3V2M1X4Q7,2121674,국가와 지자체의 재난 피해 지원 책무 강화 및 소상공인 지원 확대와 재난 안전 관리 강화를 위해 재난관리 기본법을 개정함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,달빛고속철도 건설을 위한 특별법안,PRC_H2Z3S0A8E2G2Q1W5F1Q8C4G7V6F9K8,2123938,영호남 간 고속철도 건설 지연으로 인한 지역 불균형 해소를 위해 달빛고속철도 건설을 추진함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,개인정보 보호법 일부개정법률안(대안),PRC_M2G2Z1U1I2C3V1E3N4W8K5I4J2L5W6,2120089,개인정보 보호 강화 및 제도 개선 필요성으로 인해 개인정보보호 관련 법규를 개선함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,도시교통정비 촉진법 일부개정법률안,PRC_L2Q0W0B7Y2B1D1F5U0S2L5L3L5R0H1,2102238,도시교통정비 기본계획에 온실가스 배출량 감축 등 환경친화적 요소를 추가하여  대기환경 악화를 개선함,0,"[스마트도시, 국가시범도시, 국토교통과학기술, 공공임대주택]"
21,독립유공자예우에 관한 법률 일부개정법률안(대안),PRC_Z2K3G1U1N2M9A1S9C5G8W4J1I7K8V0,2126393,거동 불편자의 생활조정수당 신청 어려움을 해소하기 위해 담당 공무원의 대리 신청을 허용함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,국방개혁에 관한 법률 일부개정법률안,PRC_A2A0K1E2K1H5T0S9R3B6G1M0J3V1T0,2106612,법률 용어의 일본식 표현 사용으로 인한 국민 이해도 저하를 개선하기 위해 법률 용어를 한글화하고 쉬운 표현으로 개정함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
21,자연공원법 일부개정법률안,ARC_W2S0D0I7U1M7R1T8X4Y7U3Z1D9E0E3,2102162,공원구역 행위신고 및 시설 사용료 허가 절차의 투명성과 신속성 확보를 위해 관련 법령을 신설함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
21,항만안전특별법안(대안),PRC_U2Z1E0F6D2L3H0U9J4U6R3V0A3Y9C0,2111675,항만에서의 안전사고 지속 발생을 해결하기 위해 항만운송 참여자의 안전관리 책임과 의무를 강화하고 제재 규정을 신설함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,주한미군기지 이전에 따른 평택시 등의 지원 등에 관한 특별법 일부개정법률안,PRC_C2E0O1V1U1F9D1N4R5V2E4X5Y1V4J5,2105548,주한미군 평택 이전 완료 및 지역발전 지원을 위해 현행법 유효기간을 2026년까지 연장하고 국제학교 부지 저가 공급 및 마을시설 무상 양여 등 지원 규정을 정비함,12,"[국가정보원, 징계 시효, 재난, 소방]"
21,철도사업법 일부개정법률안,PRC_K2D0Q1A2X1Z5E1A7X4D0Q3L2Z0B2G6,2106667,법률 용어의 일본식 표현 사용으로 인한 국민 이해도 저하를 개선하기 위해 법률 용어를 한글화하고 쉬운 표현으로 개정함,15,"[법률 용어 한글화, 일본식 표현 개선, 법 문장 간결화, 국민 이해도 증진]"
21,교육환경 보호에 관한 법률 일부개정법률안(대안),PRC_F2N1M0T8T1U8W1Z9X2E5I0G5W4C0O6,2112209,교육환경보호위원회 위원 연임 제한 측량 자료 활용 확대 금지시설 규정 개선 등 교육환경보호 관련 제도 미비점을 개선함,10,"[연구부정행위, 교원소청심사위원회, 학교 밖 청소년, 성폭력]"
21,수의사법 일부개정법률안,PRC_G2W0K0C9B2L8X1Z4A0V6N4M6O1G5X1,2104293,수의사의 품위 유지 의무 미규정으로 인해 수의사 면허 효력 정지 사유에 품위 손상 행위를 추가하고 면허 효력 정지 처분 요구 절차를 신설함,8,"[식량자급률, 농어촌, 직접지불제, 먹거리]"
21,공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안(대안),PRC_I2C3H0T2P1C4C1X4P0Z2F5H2S9Z9B3,2120941,소음대책지역 주민의 소음대책지역 지정 사실 인지 부족 및 소음부담금 가산금 부과의 불합리성을 해소하기 위해 소음대책지역 지정 사실을 주민에게 통지하고 소음부담금 가산금 부과 체계를 개편함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,건설폐기물의 재활용촉진에 관한 법률 일부개정법률안(대안),PRC_Y2Q2Z0J5A1M1F1I3H0U5W5Y7P3V2U5,2120243,건설폐기물 처리업체의 과징금 상한을 2억원으로 상향하고 미납시 영업정지를 부과하며 신고수리 간주제도를 도입하고 순환골재 품질인증 취소 제한을 완화하는 등 건설폐기물 처리 규모 증가와 국민 기본권 신장을 위해 건설폐기물 처리 관련 법규를 개선함,9,"[하수처리수 재이용, 국가환경시료은행 설치, 새만금사업 추진 지원, 원자력 전 정보 공개]"
21,지방공무원 교육훈련법 일부개정법률안(대안),PRC_J2K1S0X9P0K2L1S7X5V0N4U3N2Z7V9,2112683,지방의회 인력운영 자율성 및 책임성 확보를 위해 지방의회 의장에게 교육훈련 권한을 부여하고 관련 법적 근거를 신설하며 연대보증 제도를 폐지함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
21,중소기업 사업전환 촉진에 관한 특별법 일부개정법률안,PRC_R2Q3Q0O5P3O0O1W1W2V7T2U7S0S2B8,2122631,중소기업사업전환지원센터 지정 제도의 미비점을 개선하여 지원센터 지정의 실효성을 강화함,20,"[중소기업, 소상공인, 손실보상, 기술자료]"
21,혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,PRC_B2L0E1B1F0G3F1H0I0K1U5T9H0L9G4,2104869,혁신도시 발전지원센터의 역할 확대 필요성으로 인해 혁신도시 발전지원센터의 사업 범위를 국가 및 지방자치단체 위탁사업과 지식산업센터 관리 업무까지 확대함,6,"[자치분권, 지방자치단체, 출자·출연 기관, 코로나19]"
21,개발도상국 산림을 통한 온실가스 배출 감축 및 탄소 축적 증진 지원에 관한 법률안,PRC_D2P2L0C8Z2F1T1G9J5X6D5C5H5M4U8,2117991,국제사회의 기후변화 대응 노력 및 국내 온실가스 감축 목표 달성을 위해 국외 산림탄소축적증진 사업을 체계적으로 추진할 수 있도록 관련 법률을 신설함,9,"[하수처리수 재이용, 국가환경시료은행 설치, 새만금사업 추진 지원, 원자력 전 정보 공개]"
21,노인장기요양보험법 일부개정법률안(대안),PRC_S2K3V0N9H2G0P1T3V3W0U1D7M2W0O0,2125830,통합재가서비스 확대 및 장기요양요원 고충처리 절차 마련을 위해 장기요양 재가급여 제공 방식을 통합하고 장기요양요원의 고충 해결을 위한 신고 및 조치 절차를 신설함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,병역법 일부개정법률안(대안),PRC_H2H2H1N0N3V1Q1L6R3Y3R2L3M7I1H4,2118435,병역법상 병적 제적 대상에 사형 또는 무기징역 선고자를 명시적으로 포함하여 법률 명확성을 제고함,17,"[아동·청소년성착취물, 파산, 딥페이크, 사법경찰관리]"
21,행정기관 소속 위원회 정비를 위한 공인회계사법 등 2개 법률의 일부개정에 관한 법률안,ARC_L2N2H0J9Y3Z0V1C7Z2K3X2O4N6F8P7,2117689,공인회계사 자격 및 징계 업무 효율화와 분담금 관리위원회 운영의 실효성 제고를 위해 공인회계사자격ㆍ징계위원회를 신설하고 분담금관리실무위원회로 개편함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,국세기본법 일부개정법률안(대안),PRC_Q2U3V1J1G3G0C1C0E4C2H0M2Y4J8F8,2125701,글로벌최저한세 시행에 따른 국세 부과제척기간 연장 등 국내 과세권 확보 및 법 집행 개선을 위해 국세 부과제척기간 연장 특례 마련 국세징수권 소멸시효 중단 예외 규정 전세권 등 우선 징수 범위 명확화 계산서 지연발급 가산세 한도 설정함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,한국사학진흥재단법 일부개정법률안,PRC_X2N1M0M2U2R4B1O8F1Z5D3X2L5Q4F8,2108375,학교법인 해산 증가와 청산 지원 재원 부족으로 인해 사학진흥기금 운용을 개선함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,해양생태계의 보전 및 관리에 관한 법률 일부개정법률안,PRC_F2D0Z0U6D2L2A1B4D0C3S5J4Y8E0L1,2100825,해양생태계 관리 실효성 및 효율성 제고를 위해 해양생태계보전관리기본계획의 5년 주기 타당성 검토 및 해양생태축 보전관리대책 수립 근거를 마련함,13,"[해양수산부, 원양어업허가, 해양수산생명자원, 공유수면]"
21,전기공사업법 일부개정법률안,PRC_V2E1P1P1U1B5D0V9V4T2B2P1C1Y4D1,2114229,태양광 패널 해체공사 중 발생하는 안전사고 예방을 위해 전기공사의 정의에 해체 작업을 포함하는 법적 근거를 마련함,2,"[디지털 전환, 온라인 플랫폼, 개인정보보호, 사이버보안]"
21,노인복지법 일부개정법률안,PRC_L2F1A0Y3G1S5I1N1S3A0X2P6P1F5T4,2108790,사회복무요원의 노인학대 목격 가능성 증가로 노인학대 신고의무자에 사회복무요원을 추가함,14,"[트라우마 심리지원, 양육비 이행, 정신질환 치료, 노인친화도시]"
21,산업발전법 일부개정법률안,PRC_J2P0D0O6D1R9C1F5G4A6W0T9Q3K4C6,2100730,4차 산업혁명과 인공지능 기술 발달에 따른 고용구조 변화에 대응하기 위해 국가 및 지방자치단체의 산업인력 재교육 재훈련 지원 근거를 신설함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,도로교통법 일부개정법률안(대안),PRC_P2N3H1S2O1U9I1E9J4U8K2P7B4Y6W6,2126445,자율주행차 안전 및 교통사고 조사 효율화를 위해 운전면허증 대여 금지 및 안전교육 의무화 등 관련 법규를 강화함,1,"[지능정보기술 전문인력 양성기관 지정 취소, 휴면예금 서민금융 지원, 광역교통축 지정 교통혼잡 해소, 대도시권 광역교통기능]"
21,성균관·향교·서원전통문화의 계승·발전 및 지원에 관한 법률안(대안),PRC_G2M3Z0Y3X2J8K1A3W4E4H5U9K5I2Z1,2122988,성균관 향교 및 서원의 유형 및 무형 문화유산의 체계적 계승 발전을 위해 성균관 향교 및 서원 전통문화 계승 기반을 마련함,16,"[예술인, 지원센터, 문화, 박물관]"
