cluster,cluster_keyword
971,"공인중개사, 중개대상물, 과태료, 국토교통부장관"
1909,"감염병, 필수예방접종, 정보주체, 질병관리청장"
1318,"문화예술, 문학관, 한국문화예술위원회, 문화시설"
1796,"지방교육재정교부금, 교육비특별회계, 교육감, 지방자치단체"
1325,"가습기 살균제, 4·16세월호참사, 특별조사위원회, 진상규명"
1467,"정보보호, 현황, 공시, 위원회"
50,"교통안전, 교통수단, 교통안전관리자, 교통안전담당자"
1910,"드론, 드론교통관리시스템, 국토교통부장관, 공공부문"
1856,"탄소중립, 온실가스, 기후위기, 녹색성장"
1911,"변호사, 징계, 고위공직자범죄수사처, 법조윤리협의회"
1266,"관광산업, 국제회의, 기본계획, 법률"
197,"파견근로자, 공중위생, 양벌규정, 명확성의 원칙"
1369,"역세권개발, 역세권, 철도시설, 개발이익"
732,"생활물류서비스, 택배서비스, 소화물배송대행서비스, 종사자"
292,"악취, 악취관리지역, 악취배출시설, 배출허용기준"
651,"하천, 하천편입토지, 보상, 국토교통부장관"
453,"퇴직연금, 지방의회의원, 근로소득월액, 지급정지"
1912,"계량기, 등록, 형식승인, 청문"
89,"디자인등록료, 상표, 거절이유, 상표등록"
656,"검역, 감염병, 검역정보시스템, 감염병의 예방 및 관리에 관한 법률"
1913,"경비업무, 일반경비원, 혼잡·교통유도경비업무, 위험발생"
68,"국가유공자, 보상금, 적용대상, 법"
1914,"위판장, 수협조합, 지원, 위생"
450,"국민연금, 연금보험료, 수급권, 반환일시금"
1191,"군사경찰, 직무, 직무수행, 인권"
1915,"납품대금, 위탁기업, 수탁기업, 중소기업중앙회"
623,"문화재, 개발계획, 건설공사, 영향진단"
414,"지역개발사업, 지역개발, 지역, 사업"
863,"학교 밖 청소년, 개인정보, 지원센터, 법정대리인"
1916,"인사청문회, 고위공직자범죄수사처장, 국회, 임명"
1835,"병해충, 예찰, 방제, 국가식물병해충통합정보시스템"
1507,"공연, 공연법, 안전, 자격"
1303,"전파, 무선국, 인가, 전자파"
1274,"안전점검, 정밀안전진단, 시설물, 관리주체"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
364,"폐지, 공유수면관리법, 공유수면 관리 및 매립에 관한 법률, 법률"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
437,"신고, 신고수리, 처리기간, 통지"
1917,"가사서비스, 가사근로자, 근로조건, 제공기관"
1854,"지역상권, 활성화, 젠트리피케이션, 지역경제"
711,"도로, 도로관리청, 교통, 복구비용"
1004,"금연구역, 과태료, 건강검진, 체육시설"
1918,"형사보상, 재심, 헌법재판소, 위헌결정"
4,"중소기업, 지원, 창업자, 제조업"
694,"고용보험, 실업급여, 예술인, 피보험자"
809,"사회서비스, 사회서비스원, 시·도, 보건복지부장관"
1919,"여권, 관용여권, 외교부장관, 발급"
747,"하천, 기후변화, 하천기본계획, 취수시설"
256,"식품, 품질관리, 위반행위, 제재처분"
394,"치료명령, 스토킹행위, 피해자, 잠정조치"
1920,"지역균형발전, 지방자치분권, 지방시대위원회, 인구감소지역"
272,"여신전문금융업법, 규정, 현행법, 부동산"
256,"식품, 품질관리, 위반행위, 제재처분"
1921,"긴급지원, 긴급지원대상자, 기간, 연장"
261,"건축물 해체, 해체공사, 감리, 안전"
1922,"장애인, 건강, 의료기관, 지정"
1533,"사회복지사, 처우, 인건비, 지방자치단체"
1819,"국가첨단전략산업, 규제특례, 실증, 산업융합"
1923,"인체조직, 기증, 가족관계, 증명서"
162,"노인, 노인복지시설, 노인학대, 기초연금"
1924,"고위공직자범죄수사처, 수사처검사, 후보추천위원회, 임용요건"
520,"연대보증, 채무, 감경, 면제"
1318,"문화예술, 문학관, 한국문화예술위원회, 문화시설"
1925,"보상금, 희생자, 제주4·3사건, 위원회"
211,"법률용어, 일본식 용어, 한글화, 이해"
283,"정신질환자, 정신건강복지센터, 정신요양시설, 과징금"
1926,"부패행위 신고, 신고자, 국민권익위원회, 보상금"
1927,"해직공무원, 복직, 징계, 위원회"
437,"신고, 신고수리, 처리기간, 통지"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1334,"자연환경보전, 도시생태, 무인도서, 과태료"
1587,"초고성능컴퓨터, 국가초고성능컴퓨팅위원회, 전문가, 정책"
1928,"대토보상, 공익사업, 제외, 토지"
1566,"공인회계사, 회계법인, 감사, 등록증"
256,"식품, 품질관리, 위반행위, 제재처분"
1929,"노후계획도시, 정비, 사업시행자, 특별정비구역"
1930,"에너지산업융복합단지, 에너지특화기업, 지원, 전문연구기관"
1885,"국가장학금, 학자금 지원, 한국장학재단, 학자금 대출"
897,"위기가구, 발굴, 사각지대, 정보"
693,"자유무역지역, 수출, 외국인투자, 경쟁력"
1931,"규제과학, 제품화, 연구개발, 혁신제품"
1932,"표결, 기립표결, 투표기기, 의장"
110,"산림, 임산물, 국유림, 목재"
671,"고독사, 고독사 예방, 실태조사, 지원"
1933,"지능형 로봇, 실외이동로봇, 운행안전인증, 손해보장사업"
1934,"녹색건축, 공공건축물, 에너지효율, 인증"
164,"동물, 학대, 등록, 처벌"
1935,"판결, 판결서, 공개, 재판"
162,"노인, 노인복지시설, 노인학대, 기초연금"
1936,"공항소음, 소음대책지역, 공항소음대책위원회, 주민지원사업"
1937,"직업능력개발훈련, 직업능력개발, 국민, 근로자"
1938,"도서정가제, 지역서점, 활성화, 지방자치단체"
1939,"지진, 지진해일, 화산, 연구개발"
1816,"공무원직장협의회, 가입범위, 기관장, 협의"
41,"지방선거, 의원, 정수, 시의회"
283,"정신질환자, 정신건강복지센터, 정신요양시설, 과징금"
1940,"주차장, 승용차공동이용, 노상주차장, 노외주차장"
1323,"농어업재해보험, 농업정책보험금융원, 보험료율, 재해보험사업"
166,"피성년후견인, 피한정후견인, 금치산자, 한정치산자"
1941,"지역보건의료기관, 감염병, 방역, 보건복지부"
382,"가맹본부, 가맹점사업자, 징벌적 손해배상, 서면실태조사"
1626,"경찰공제회, 자치경찰, 경찰사무, 지휘ㆍ감독"
1942,"대구경북과학기술원, 기술이전, 사업화, 과학기술혁신"
1943,"지역보건의료서비스, 소득, 재산, 공적자료"
1944,"사립학교, 교원, 당연퇴직, 벌금형"
1945,"의료기관, 의료인, 비급여, 보건복지부장관"
561,"재난, 안전관리, 안전취약계층, 복구비"
294,"궤도사업, 허가, 신고, 절차"
427,"개인정보, 가명정보, 개인정보 보호위원회, 정보통신망 이용촉진 및 정보보호 등에 관한 법률"
292,"악취, 악취관리지역, 악취배출시설, 배출허용기준"
71,"생활조정수당, 지급, 신청, 독립유공자"
211,"법률용어, 일본식 용어, 한글화, 이해"
1186,"신고, 처리절차, 통지, 간주"
912,"항만개발사업, 항만시설, 항만배후단지, 시행허가"
1946,"주한미군기지, 평택시, 유효기간, 지원"
211,"법률용어, 일본식 용어, 한글화, 이해"
860,"교육환경보호구역, 학생, 시설, 안전"
1947,"수의사, 품위, 면허, 징계"
871,"소음대책지역, 주민지원사업, 공항소음, 공항계정"
99,"폐기물, 수출입, 환경부장관, 처리"
45,"특별자치도, 도지사, 자치권, 특례"
4,"중소기업, 지원, 창업자, 제조업"
415,"혁신도시, 이전공공기관, 지역발전, 지역인재"
1042,"온실가스 감축, 기후변화, 저탄소, 대중교통"
162,"노인, 노인복지시설, 노인학대, 기초연금"
643,"대체복무, 복무기간, 병역, 편입"
1948,"금융위원회, 위원회, 금융회사, 금융복합기업집단"
139,"상속세, 증여세, 공제, 과세"
1949,"학교법인, 청산, 사학진흥기금, 청산지원계정"
783,"해양생태계, 해양생물, 보호대상해양생물, 해양생태계보전협력금"
190,"재생에너지, 전기사업, 전력거래, 발전사업"
162,"노인, 노인복지시설, 노인학대, 기초연금"
1950,"직업능력개발훈련, 고용노동부장관, 직무능력, 학교 밖 청소년"
712,"운전면허, 교통안전, 자동차, 교통사고"
1198,"전통문화, 계승·발전, 진흥, 문화체육관광부장관"
1951,"문화재, 문화재디지털콘텐츠, 매장문화재, 국외소재문화재"
837,"공동주택, 입주자대표회의, 관리주체, 동별 대표자"
774,"백두대간, 보호지역, 자연환경, 보전"
1910,"드론, 드론교통관리시스템, 국토교통부장관, 공공부문"
1075,"축산물, HACCP, 검사, 영업자"
1952,"박물관, 미술관, 진흥, 기본계획"
70,"·18민주유공자, 생계지원금, 장례서비스, 회원"
1954,"학자금대출, 면책, 채무조정, 신용회복지원협약"
1953,"정부출연연구기관, 법률안, 명칭 변경, 연구"
110,"산림, 임산물, 국유림, 목재"
463,"과징금, 과태료, 위반행위, 현행법"
1960,"유의물질, 안전기준, 원자력안전위원회, 조치"
1955,"도서관, 도서관발전종합계획, 유행성 감염병, 방역"
535,"예술인, 복지, 서면계약, 예술인복지재단"
1860,"발달장애인, 장애인, 의료, 설치"
1956,"한국문화관광연구원, 문화기본법, 출연, 지원"
1957,"발전소주변지역 지원금, 지방자치단체, 특별회계, 지방재정법"
1958,"전자장치, 국가연구개발사업, 과학기술, 법무부"
1959,"성장관리계획, 지구단위계획, 입지규제최소구역, 개발행위"
702,"국립묘지, 안장, 안장대상자, 영예성"
89,"디자인등록료, 상표, 거절이유, 상표등록"
1218,"자동차, 자동차관리법, 국토교통부장관, 자동차성능·상태점검"
1963,"탄소중립, 온실가스 감축, 한국석유공사, 신에너지"
1961,"외국인, 외국인등록, 법무부장관, 정보"
421,"농업법인, 농지, 농어촌정비사업, 부동산업"
1261,"개발행위, 도시·군계획사업, 개발사업, 예정지역"
1962,"전원개발사업, 실시계획, 주민, 의견"
1964,"한국도로공사, 고속도로, 친환경 자동차, 충전시설"
45,"특별자치도, 도지사, 자치권, 특례"
1966,"방송사업자, 외국어, 한국어, 방송통신발전기금"
444,"민자도시철도, 도시철도법, 철도사업법, 관리"
1965,"보건교사, 학교, 배치, 규모"
1967,"스마트그린산업단지, 산업단지, 촉진사업, 지정"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
1968,"공유수면, 점용ㆍ사용허가, 입지기준, 공유수면관리청"
673,"관광, 지원, 온라인복권, 판매"
1969,"분쟁조정협의회, 상임위원, 위원, 약관"
38,"응급의료, 응급환자, 구급차, 자동심장충격기"
450,"국민연금, 연금보험료, 수급권, 반환일시금"
1970,"전문기관, 산업기술혁신 촉진법, 명칭, 과태료"
1248,"산업단지, 절차간소화, 심의, 개별법"
1971,"교육공무원, 임용, 휴직, 결격사유"
95,"항만, 해양수산부장관, 사업, 등록"
1972,"전략기획단, 한국산업기술평가관리원, R&D, 기술혁신"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
256,"식품, 품질관리, 위반행위, 제재처분"
1973,"해양레저관광, 진흥, 종합계획, 지원"
229,"미세먼지, 수소차충전소, 조업정지, 배출시설"
1974,"신상정보, 공개, 특정중대범죄, 피의자"
1977,"체육진흥투표권, 국민체육진흥공단, 체육기금, 운동경기"
1975,"경찰공무원, 건강, 근무환경, 특수건강진단"
1976,"형법, 법률용어, 일본식 표현, 알기 쉬운"
1508,"행정심판, 행정심판위원회, 청구인, 심판청구"
1978,"제주특별자치도, 자치경찰, 치안행정위원회, 자치경찰단"
1979,"전기통신사업자, 금지행위, 자료제출명령, 이행강제금"
286,"항공기, 안전, 국토교통부장관, 초경량비행장치"
643,"대체복무, 복무기간, 병역, 편입"
1980,"애니메이션산업, 애니메이션근로자, 보호, 규정"
1448,"무역조정지원, 기업, 피해, 지원"
1814,"외국환거래, 자본거래, 외국환업무, 기획재정부장관"
1981,"군무원, 임용, 휴직, 전보"
1453,"주민등록번호, 증명서, 변경, 개인정보"
513,"아이돌봄서비스, 아이돌보미, 아동학대, 자격"
1987,"퇴직연금제도, 중소기업, 노후소득, 사용자"
1982,"가정폭력, 피해자, 임시조치, 피해자보호명령"
1001,"농협, 출연금, 보험료, 예금자보호"
1983,"자동차사고, 보험금, 피해자, 사고부담금"
1984,"안전관리, 업무, 위탁, 보조"
1985,"농어민, 농어업, 저축가입, 신성장"
1986,"각종학교, 학교운영위원회, 교육과정, 국가교육위원회"
50,"교통안전, 교통수단, 교통안전관리자, 교통안전담당자"
365,"주거급여, 주거지원, 주거안정, 부양의무자"
4,"중소기업, 지원, 창업자, 제조업"
200,"운전면허, 운전자, 교통사고, 도로"
643,"대체복무, 복무기간, 병역, 편입"
82,"기상업무, 기상청장, 기상정보, 기상재해"
309,"국제거래, 조세회피, 국외특수관계인, 정상가격"
601,"소비자, 공정거래위원회, 피해, 사업자"
730,"물류산업, 물류기업, 국제물류, 물류공동화"
218,"위원회, 법률, 중소기업, 행정기관"
1988,"안전관리계획, 등록금심의위원회, 인터넷 홈페이지, 다중운집 행사"
1990,"선원, 유족보상, 양육책임, 보상금"
1989,"아동학대, 현장조사, 피해아동, 응급조치"
427,"개인정보, 가명정보, 개인정보 보호위원회, 정보통신망 이용촉진 및 정보보호 등에 관한 법률"
89,"디자인등록료, 상표, 거절이유, 상표등록"
1991,"자산형성지원, 청년, 국민기초생활 보장법, 대통령령"
1992,"외국인종합안내센터, 재한외국인, 위탁, 상담"
1993,"정자 기증자, 난자 기증자, 보호, 규정"
1996,"취업 후 상환 학자금대출, 상환, 대학생, 이자"
1995,"워크넷, 외국인 구직자, 체류자격, 고용노동부장관"
1994,"해양과학조사, 조사계획서, 해양수산부장관, 국외"
1415,"·18민주화운동, 진상규명조사위원회, 진상규명, 위원회"
1997,"국토외곽 먼섬, 정주여건, 종합발전계획, 지원"
371,"광역버스, 광역교통, 광역철도, 특별회계"
1998,"·16재단, 국가, 지원, 연장"
127,"한국지방재정공제회, 지방자치단체, 사업, 공제"
4,"중소기업, 지원, 창업자, 제조업"
15,"벌금형, 범죄, 적용 대상, 형벌"
1999,"부정경쟁행위, 데이터, 유명인, 초상·성명"
241,"특수교육, 특수학교, 장애인, 학칙"
1308,"포항지진, 피해구제, 진상조사, 지원금"
778,"공사중단 건축물, 정비사업, 정비계획, 취득"
37,"장애인, 인증, 보건복지부장관, 시설"
2000,"건축물, 용도, 교정시설, 국방·군사시설"
599,"산림, 남북, 협력, 법률"
2001,"교육공무원, 국가교육위원회, 교육전문직원, 인사교류"
819,"기반시설, 유지관리, 관리계획, 성능개선"
1054,"희귀질환, 희귀질환전문기관, 질병관리청장, 지정"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2002,"저출산, 고령사회, 지원, 출산"
2004,"조정, 심판, 분쟁, 산업재산권"
430,"자동차보유자, 운행중지기간, 보험, 의무가입"
2003,"공공하수도, 기술진단, 환경부장관, 지방자치단체"
164,"동물, 학대, 등록, 처벌"
110,"산림, 임산물, 국유림, 목재"
129,"창업, 지원, 창업기업, 중소벤처기업부장관"
279,"발명, 평가, 특허, 사업화"
886,"국가균형발전, 혁신도시, 시·도, 지역발전"
368,"대중교통, 여객자동차, 대중교통수단, 여객선"
666,"교통약자, 이동편의, 교통수단, 안전"
2005,"국제해양법, 전문인력, 양성, 법적근거"
2007,"사회복지사, 결격사유, 피한정후견인, 직무"
922,"콘텐츠산업, 콘텐츠, 진흥, 장애인"
2006,"공간정보, 공개제한, 산업, 활용"
2008,"치료감호, 치료, 복약검사, 국립법무병원"
301,"건강보험료, 보험료, 지역가입자, 직장가입자"
2009,"청소년, 청소년 보호법, 이용시간 제한, 고등학교 졸업"
1053,"토지수용위원회, 사업인정, 공익사업, 보상"
2010,"통합지원, 보건의료, 요양·돌봄, 지방자치단체"
201,"자동차, 사고, 운전, 과태료"
1566,"공인회계사, 회계법인, 감사, 등록증"
643,"대체복무, 복무기간, 병역, 편입"
59,"해양수산생명자원, 획득, 국외반출, 벌칙"
567,"등기, 등기신청, 등기정보, 과태료"
231,"관광진흥, 관광시설, 국민관광, 시책"
671,"고독사, 고독사 예방, 실태조사, 지원"
2011,"풍수해, 지진, 지진재해, 보험"
2012,"주민투표, 주민투표권자, 주민투표청구, 지방자치단체"
139,"상속세, 증여세, 공제, 과세"
2014,"지방보조금, 지방보조사업, 지방자치단체, 지방보조금통합관리망"
2013,"하천구역, 하천기본계획, 하천관리청, 불법행위"
747,"하천, 기후변화, 하천기본계획, 취수시설"
2015,"사회복지시설, 법인, 공무원, 시설의 장"
2016,"청탁금지법, 농수산물, 가액범위, 추석"
37,"장애인, 인증, 보건복지부장관, 시설"
694,"고용보험, 실업급여, 예술인, 피보험자"
1795,"방송통신위원회, 과학기술정보통신부장관, 방송채널사용사업, 재허가"
2017,"주요정보통신기반시설, 보호지침, 침해사고, 보호조치"
82,"기상업무, 기상청장, 기상정보, 기상재해"
2018,"용산공원, 종합기본계획, 용산공원추진위원회, 보훈시설"
148,"부동산투자회사, 주식, 공시, 주주총회"
2020,"의료기사, 현장실습, 교육과정, 전문대학"
2019,"어린이급식관리지원센터, 영양사, 어린이집, 유치원"
768,"해양환경, 해양폐기물, 해양오염, 관리"
286,"항공기, 안전, 국토교통부장관, 초경량비행장치"
582,"행정기본법, 개별 법률, 적용관계, 정비"
2021,"협정관세, 원산지, 보정이자, 농어업인"
837,"공동주택, 입주자대표회의, 관리주체, 동별 대표자"
2022,"결격사유, 고유식별정보, 한국연구재단, 임원"
930,"연구개발사업, 참여제한, 한국연구재단, 사업비"
761,"공시송달, 지급명령, 소송, 채권"
2023,"농어업작업안전재해, 예방, 농림축산식품부장관, 해양수산부장관"
374,"세무사, 자격, 압류, 공매"
1984,"안전관리, 업무, 위탁, 보조"
2025,"침해사고, 정보통신서비스 제공자, 과학기술정보통신부장관, 과태료"
1558,"골재, 채취, 허가, 법률"
2024,"행정기본법, 개별 법률, 적용관계, 이의신청"
1627,"국적, 귀화, 국적 이탈, 병역의무"
2026,"법관, 형사소송, 제척사유, 변호인"
2027,"지방체육회, 지방장애인체육회, 국민체육진흥기금, 운영비"
2029,"개인금융채권, 개인금융채무자, 채권금융회사등, 채무조정"
352,"전통문화, 진흥, 국가, 지방자치단체"
2028,"낙동강수계관리기금, 주민지원사업, 낙동강유역, 상수원관리지역"
1112,"석면, 석면해체, 석면조사, 석면피해구제"
2030,"조달, 비축물자, 불공정 조달행위, 전자세금계산서"
2032,"모빌리티, 첨단모빌리티, 국토교통부장관, 실증특례"
2034,"정비사업, 토지등소유자, 주택, 사업시행자"
2031,"고용허가, 외국인근로자, 산업안전보건법, 외국인 취업교육기관"
2033,"농촌진흥사업, 지방자치단체, 농촌진흥청, 교육훈련"
429,"보험회사, 보험계약자, 손해사정, 과태료"
694,"고용보험, 실업급여, 예술인, 피보험자"
414,"지역개발사업, 지역개발, 지역, 사업"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2036,"공중보건 위기상황, 긴급사용승인, 의료제품, 위기대응"
2035,"위원회, 행정기관, 법률, 존속기한"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
286,"항공기, 안전, 국토교통부장관, 초경량비행장치"
1609,"공시, 감독, 선거, 위원회"
703,"한국산업안전보건공단, 임원, 공공기관, 임명"
598,"문화유산, 보존·관리, 기본계획, 문화재보호기금"
2037,"국방첨단과학기술사관학교, 국방과학기술, 연구인력, 의무복무"
1466,"화장품, 맞춤형화장품판매업, 맞춤형화장품조제관리사, 포장"
2038,"정보통신망, 승자투표권, 경주사업자, 매출총량"
5,"어린이안전, 어린이공원, 안전교육, 안전시설"
2039,"산지관리, 산지전용, 토석채취, 산지일시사용"
2042,"행정기관 소속 위원회, 법률, 개정, 폐지"
593,"일본식, 한글화, 법률용어, 이해"
2041,"감사원, 감사, 재심의, 개선"
2040,"농업인 안전보험, 보험금, 수급권, 장해급여"
2044,"교원, 징계, 성비위, 연구부정행위"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
561,"재난, 안전관리, 안전취약계층, 복구비"
2043,"·18민주화운동, 관련자, 보상, 의료급여"
1194,"성폭력범죄, 징계처분, 공무원, 임용결격"
514,"아동, 보호, 지원, 학대"
983,"입찰 참가자격, 지방자치단체, 계약, 부정당업자"
2045,"공동캠퍼스, 공익법인, 행정중심복합도시건설 특별회계, 예산"
112,"저작권, 저작권법, 일부개정법률안, 문화체육관광위원회"
2046,"보건의료정책, 보건의료수요자, 환자, 보건복지부장관"
2047,"무인정보단말기, 장애인ㆍ고령자, 접근성, 시정명령"
2048,"순천만국제정원박람회, 조직위원회, 박람회기금, 사후활용"
2049,"위생용품, 회수, 폐기, 위해"
1552,"마리나, 기본계획, 안전관리, 정비"
256,"식품, 품질관리, 위반행위, 제재처분"
666,"교통약자, 이동편의, 교통수단, 안전"
298,"지역신용보증재단, 출연요율, 출연금, 금융회사"
110,"산림, 임산물, 국유림, 목재"
82,"기상업무, 기상청장, 기상정보, 기상재해"
1250,"대규모유통업자, 매장임차인, 영업시간, 시정조치"
642,"국립묘지, 안장대상자, 안장, 합장"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
2050,"군인, 복무, 개인전투체계, 마약류"
945,"환경오염피해, 구제급여, 환경부장관, 운영기관"
2051,"사업재편, 기업, 디지털 전환, 탄소중립"
382,"가맹본부, 가맹점사업자, 징벌적 손해배상, 서면실태조사"
1086,"화물자동차, 운수종사자, 유가보조금, 종사자격"
277,"국가보훈처장, 지원, 정보, 법률"
2052,"인삼, 경작, 인삼자조금단체, 농림축산식품부장관"
582,"행정기본법, 개별 법률, 적용관계, 정비"
2053,"부정이익, 환수, 부정청구, 제재부가금"
769,"지역사랑상품권, 지방자치단체, 지역경제, 활성화"
2054,"국회, 본회의, 임시회, 상임위원회"
713,"민자도로, 통행료, 유료도로관리청, 민자도로사업자"
212,"사업재편, 기업, 지원, 특례"
514,"아동, 보호, 지원, 학대"
89,"디자인등록료, 상표, 거절이유, 상표등록"
2055,"보호관찰, 보호관찰 대상자, 정신질환, 보호관찰 심사위원회"
2056,"프로스포츠, 공유재산, 스포츠산업, 지방자치단체"
514,"아동, 보호, 지원, 학대"
604,"군인, 재해보상, 급여, 공무상"
2057,"체육시설, 안전관리, 공공기관, 지역주민"
2058,"동물위생시험소, 업무, 시설, 소장"
2059,"동물의료, 수의사, 공무원, 위탁"
139,"상속세, 증여세, 공제, 과세"
2060,"소방공무원, 역학조사, 질병, 휴직"
2061,"군사법원, 군검사, 재판권, 국방부장관"
490,"해적행위, 해상특수경비원, 선박, 위험해역"
1535,"·16세월호참사, 피해자, 희생자, 지원"
684,"법률, 일본식, 한글화, 이해"
933,"장애인연금, 기초급여액, 장애인, 인상"
2062,"신고, 전자무역, 처리, 수리"
922,"콘텐츠산업, 콘텐츠, 진흥, 장애인"
2063,"판사, 법조경력, 임용, 법원"
1926,"부패행위 신고, 신고자, 국민권익위원회, 보상금"
2064,"체당금, 임금체불, 근로자, 사업주"
2065,"미공개정보, 임·직원, 부동산, 공사"
989,"특별교부금, 보통교부금, 지방교육재정교부금, 재난안전관리"
2066,"농업기계, 폐농기계, 지방자치단체, 노후"
569,"출퇴근재해, 업무상 재해, 산업재해보상보험법, 헌법재판소"
363,"법률, 개정, 정신질환자, 나이"
606,"군인, 주거지원, 퇴직급여금, 현행법"
2067,"마약류, 허가, 거짓, 취소"
1422,"국유재산, 특례, 무상, 대부"
162,"노인, 노인복지시설, 노인학대, 기초연금"
890,"국방·군사시설, 실태조사, 사유지, 대체시설"
515,"지방세, 체납, 공매, 납부"
28,"하도급대금, 수급사업자, 원사업자, 분쟁조정"
45,"특별자치도, 도지사, 자치권, 특례"
2068,"사료, 제조업자, 판매, 유통기한"
787,"대형가속기, 구축, 지원, 국가"
2069,"주민지원, 주민편익시설, 상수원관리지역, 댐주변지역"
57,"수산자원, 자율관리어업, 어업인, 포획·채취"
1546,"국방과학기술, 연구개발, 방위사업법, 무기체계"
519,"재난관리자원, 재난관리, 관리기관, 동원"
783,"해양생태계, 해양생물, 보호대상해양생물, 해양생태계보전협력금"
1863,"가덕도신공항, 건설사업, 기본계획, 장애물"
2070,"국립묘지, 안장, 소방공무원, 직무활동"
346,"건설기술, 건설기술인, 품질검사, 용어"
1120,"부패방지, 고위공직자범죄수사처, 공공기관, 법률"
37,"장애인, 인증, 보건복지부장관, 시설"
1701,"경비지도사, 경비업, 시험, 개정"
655,"감염병, 방역, 격리, 정보공개"
2071,"해수욕장, 야영용품, 취사용품, 방치"
2072,"신고, 경찰, 국민, 처리"
230,"관광, 관광사업, 관광특구, 지정"
272,"여신전문금융업법, 규정, 현행법, 부동산"
139,"상속세, 증여세, 공제, 과세"
519,"재난관리자원, 재난관리, 관리기관, 동원"
2073,"주류, 면허, 제조, 판매"
2074,"제주특별자치도, 도지사, 사무, 조례"
1358,"기술, 사업화, 공공기술, 허가"
2076,"앱 마켓사업자, 모바일콘텐츠, 결제, 이용자"
2075,"한국농수산대학, 한국농수산대학교, 교명, 설치법"
110,"산림, 임산물, 국유림, 목재"
514,"아동, 보호, 지원, 학대"
592,"자율주행자동차, 상용화, 시범운행지구, 인증"
277,"국가보훈처장, 지원, 정보, 법률"
122,"민간임대주택, 임대사업자, 임차인, 등록임대주택"
1086,"화물자동차, 운수종사자, 유가보조금, 종사자격"
2077,"학교운영위원회, 고교학점제, 사립학교, 행정처분"
2078,"학교, 시설ㆍ설비ㆍ교구, 관리, 지원"
650,"문화산업, 문화체육관광부장관, 법률, 개정"
2079,"교원, 근무시간 면제, 노동조합, 임용권자"
277,"국가보훈처장, 지원, 정보, 법률"
604,"군인, 재해보상, 급여, 공무상"
2080,"공유재산, 위탁개발, 토지조성행위, 개발"
409,"문화재수리, 문화재수리기술자, 신고, 업자"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
37,"장애인, 인증, 보건복지부장관, 시설"
139,"상속세, 증여세, 공제, 과세"
2081,"오염물질저장시설, 오염물질, 수거·처리, 비용"
2082,"마약류, 마약류취급의료업자, 행정처분, 오남용"
139,"상속세, 증여세, 공제, 과세"
4,"중소기업, 지원, 창업자, 제조업"
2083,"전기안전관리, 전기설비, 신재생에너지, 사용전점검"
2084,"청소년, 실태조사, 청소년복지, 가정 밖 청소년"
2085,"소프트웨어사업, 소프트웨어, 국가기관등, 대통령령"
2086,"주주, 상장회사, 감사위원회, 소수주주권"
747,"하천, 기후변화, 하천기본계획, 취수시설"
811,"원자력안전정보, 원자력안전위원회, 정보공개, 지역주민"
1719,"통계, 통계청장, 개인정보, 통계작성"
2087,"사립학교, 관할청, 임원, 징계"
2088,"·29이태원참사, 조사위원회, 피해자, 진상규명"
1461,"군사법원, 군검사, 범죄, 피고인"
290,"초경량비행장치, 항공기, 안전, 조종"
139,"상속세, 증여세, 공제, 과세"
326,"여객자동차 운수사업, 운수종사자, 전액관리제, 사납금제"
369,"여객자동차운송사업, 수요응답형, 노선버스, 운송사업"
2089,"국가첨단전략산업, 전략산업, 특화단지, 인력양성"
876,"지방세, 감면, 취득세, 재산세"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
2090,"무연고 시신, 지방자치단체, 국가유공자, 처리절차"
770,"농어촌민박, 농업생산기반시설, 농어촌정비사업, 마을정비구역"
2091,"정치자금부정수수죄, 공무담임, 집행유예, 벌금형"
2092,"위원회, 폐지, 법률, 보건복지부"
2093,"전기통신사업자, 통신자료, 행정처분, 형벌"
630,"지방행정동우회, 지방자치단체, 회원, 공무원"
810,"원자력안전, 법률, 가산금, 임기"
2094,"암예방사업, 암검진사업, 암, 암환자"
2095,"지리적표시, 수산가공품, 농산가공품, 등록"
631,"지방행정제재·부과금, 납부의무자, 체납처분, 징수"
359,"수산식품산업, 육성, 지원, 해양수산부장관"
301,"건강보험료, 보험료, 지역가입자, 직장가입자"
716,"교원, 정관, 평의원회, 법률"
139,"상속세, 증여세, 공제, 과세"
2096,"혁신형 의료기기, 감염병, 진단, 지원"
139,"상속세, 증여세, 공제, 과세"
1334,"자연환경보전, 도시생태, 무인도서, 과태료"
2097,"과징금, 위반행위, 축산물, 과태료"
2098,"사회보장급여, 복지사각지대, 지원대상자, 신청"
