BILL_NAME,BILL_NO,summary
관광진흥법 일부개정법률안,2204074,우리나라는 외국인 관광객이 면세판매장에서 물품 구입 후 3개월이내에 반출시에는 물품구입시에 부담한 세금을 환급하는 사후환급제도를 운영하고 있음. 현재 「국세기본법」상 ‘과세정보 비밀유지 조항’에 따라 국세청의 면세판매장 정보는 다른 법률에 명시적인 규정이 없는 한 타인에게 제공이 불가능하여 외국인 관광객에게 다양한 면세판매장 및 사후환급제도 정보 등을 제공하고자 하는 문화체육관광부의 외국인 관광객 쇼핑 편의 개선 정책이 원활하게 추진되지 못하고 어려움을 겪고 있는 실정임. 이에 문화체육관광부장관은 필요한 경우 국세청장에게 면세판매장에 관한 상호 사업장 소재지 즉시환급 가능 여부 등의 과세정보 제공을 요청할 수 있도록 함으로써 외국인 관광객의 쇼핑 편의 개선을 통해 관광 활성화에 기여하려는 것임(안 제48조의13 신설).
액화석유가스의 안전관리 및 사업법 일부개정법률안(대안),2210288,LPG 자동차 수요 감소와 운영비 상승 등에 따른 경영환경 악화로 휴·폐업하는 충전소가 계속 발생하고 있으므로 충전사업자의 운영비 절감 및 LPG 자동차 이용자의 불편 해소를 위해 LPG 셀프충전을 허용할 필요가 있다는 의견이 있음. 이에 개정안은 LPG 충전사업자의 경영난 완화 LPG 소비자가격 인하 등 소비자후생 향상을 위하여 일정한 충전설비 등을 갖춘 액화석유가스 충전사업소에서 LPG 자동차 운전자의 직접 충전을 허용하려는 것임. 대안의 주요내용 가. 일정한 충전설비 등을 갖춘 액화석유가스 충전사업소에서 자동차 운전자가 LPG를 직접 충전할 수 있도록 허용함(안 제29조제1항 및 제2항).
2025년도 공공자금관리기금운용계획변경안,2209988,
장애인 건강권 및 의료접근성 보장에 관한 법률 일부개정법률안,2206890,어린이의 경우 뇌가 활발하게 발달하고 신체가 성장하는 시기로 재활치료 필요 시 적기에 적절한 치료를 제공함으로써 장애 발생을 최소화하고 발달 지연의 격차를 줄일 수 있음. 또한 어린이 재활 환자는 성인과 달리 성장 및 발달에 상응한 생애 주기에 따른 적절한 치료를 지속적으로 제공해야 하고 이를 위해 의료 접근성이 높은 거주지역 기반의 재활의료 제공이 매우 중요함. 이에 어린이 재활의료기관의 지정에 관한 근거 규정을 마련함으로써 어린이 재활치료에 대한 국가의 책무를 명확히 하려는 것임(안 제3조제7호 및 제18조의2 신설 등).
원자력안전법 일부개정법률안,2201704,현재 핵연료물질 등의 정련ㆍ변환ㆍ가공 사업에 대해서는 원자력안전위원회의 허가를 사용후핵연료처리사업에 대해서는 주무부장관의 지정을 각각 받도록 이원화되어 있는 핵연료주기사업에 관한 규제체계를 개편하여 핵연료주기시설의 건설허가 및 운영허가를 원자력안전위원회로부터 받도록 일원화함으로써 원자력 안전규제의 일관성을 확보하고 핵연료주기시설 안전에 대한 책임 소재를 명확히 하는 한편 원자력 관계 사업자 중 방사선의 장해(障害)를 방지하기 위한 조치를 해야 하는 대상자의 범위를 합리적으로 조정하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 주요내용 가. 핵연료주기시설의 건설허가 등(안 제35조 제36조 제37조 및 제38조) 1) 핵연료주기시설을 건설하려는 자는 핵연료주기시설 건설에 필요한 기술능력의 확보 등 핵연료주기시설 건설허가의 요건을 갖추어 원자력안전위원회의 허가를 받도록 함. 2) 원자력안전위원회는 핵연료주기시설의 건설 및 특정핵물질의 계량관리에 관한 검사 결과 허가기준에 미달되는 등의 경우에는 핵연료주기시설 건설허가를 받은 자에게 시정 또는 보완을 명할 수 있도록 하고 시정 또는 보완 명령을 위반한 경우에는 그 허가를 취소하거나 1년 이내의 기간을 정하여 건설공사의 정지를 명할 수 있도록 함. 나. 핵연료주기시설의 운영허가 등(안 제39조의4부터 제39조의7까지 신설) 1) 핵연료주기시설을 운영하려는 자는 핵연료주기시설 운영에 필요한 기술능력의 확보 등 핵연료주기시설 운영허가의 요건을 갖추어 원자력안전위원회의 허가를 받도록 함. 2) 원자력안전위원회는 핵연료주기시설의 운영 및 특정핵물질의 계량관리에 관한 검사 결과 허가기준에 미달되는 등의 경우에는 핵연료주기시설 운영허가를 받은 자에게 시정 또는 보완을 명할 수 있도록 하고 시정 또는 보완 명령을 위반한 경우에는 그 허가를 취소하거나 1년 이내의 기간을 정하여 운영의 정지를 명할 수 있도록 함. 다. 방사선장해 방지조치 의무 대상자의 합리적 조정(안 제91조제1항 및 제2항) 일정 용도나 수량 이하의 밀봉된 방사선동위원소 또는 일정 용도나 용량 이하의 방사선발생장치를 사용하거나 이동사용하기 위하여 원자력안전위원회에 신고한 원자력 관계 사업자는 방사선장해를 방지하기 위한 조치 중 방사성물질의 방출량 및 피폭방사선량을 가능한 한 합리적으로 낮게 유지하기 위하여 필요한 조치만 하도록 하고 그 외 방사선량 및 방사성오염 측정 건강진단 및 피폭관리 조치 의무 대상자에서는 제외하도록 함.
국유재산특례제한법 일부개정법률안,2200575,방사광가속기는 방사광 방출을 위하여 전자를 빛의 속도에 가깝게 회전하게 하는 가속장치 방사광을 활용하는 빔라인 장치 및 그 부대시설을 말하는데 물질의 내부구조와 성분을 분석할 수 있어 기초과학에서부터 신소재 개발이나 반도체 개발 유전공학 신약 개발 등 응용과학에 이르기까지 적용할 수 있을 것으로 기대되는 바 국가 과학기술 경쟁력 강화 차원에서 빼놓을 수 없는 장치임. 4차 산업혁명 시대의 도래를 맞아 과학기술분야 국가경쟁력 강화를 위하여 방사광가속기를 비롯한 대형가속기 구축 및 지원에 관한 환경을 두텁게 마련하는 「대형가속기 구축 및 지원에 관한 특별법」을 제정할 필요가 있음. 이에 「대형가속기 구축 및 지원에 관한 특별법」을 제정하면서 대형가속기 운영기관 연구기관 등의 국유재산 사용이나 장기 사용허가 등에 대하여 사용료등의 감면 및 장기 사용허가등 국유재산특례의 근거가 되는 현행법을 동시에 개정하려는 것임(안 별표 제219호 신설). 참고사항 이 법률안은 송재봉의원이 대표발의한 「대형가속기 구축 및 지원에 관한 특별법안」(의안번호 제574호)의 의결을 전제로 하므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.
형법 일부개정법률안(대안),2208469,최근 정보통신망을 통해 불특정 또는 다수의 사람의 생명 신체에 대한 범죄를 예고하는 사례가 여럿 발생하여 국민의 불안이 커지고 있음에도 현행법상 이를 처벌하는 규정이 없어 그 대응에 어려움이 있음. 이에 따라 불특정 또는 다수의 사람의 생명 신체에 위해를 가할 것을 내용으로 공연히 공중을 협박하는 사람을 5년 이하의 징역 또는 2천만원 이하의 벌금으로 처벌하고 상습으로 공중을 협박한 때에는 2분의 1까지 가중하여 처벌하도록 하려는 것임(안 제116조의2 신설).
해양수산발전 기본법 일부개정법률안,2201998,현행법은 정부로 하여금 해양수산부문의 전문인력을 양성하고 이를 효율적으로 활용하기 위한 연수 및 교육기관을 설치ㆍ운영하도록 규정하고 있음. 그러나 최근 국제해양법 분야의 전문인력 양성정책을 지속적이고 안정적으로 추진하기 위하여 관련 사항을 법률에 명시하는 내용으로 법률의 개정(2022.12.27.)이 이루어진 바 해양수산부문의 전문인력 양성은 국제해양법 분야뿐만 아니라 해양수산자원 해양과학기술 해양수산업 등을 포함한 해양수산분야 전체를 대상으로 이루어지고 있으므로 해당 분야 또한 법률에 명시함으로써 전문인력 양성 정책의 법적 근거를 명확히 할 필요성이 있음. 이에 전문인력 양성을 위한 해양수산부문의 범위에 해양수산자원 해양과학기술 및 해양수산업 분야도 명시함으로써 해양수산부문 전문인력 양성정책의 지속적ㆍ안정적 추진에 기여하려는 것임(안 제31조제1항).
수중레저활동의 안전 및 활성화 등에 관한 법률 일부개정법률안,2206416,현행법은 수중레저활동의 안전과 질서를 확보하기 위하여 수중레저 안전 관리규정의 작성ㆍ시행 및 수중레저사업자 등록 등 여러 조치사항을 규정하면서 이를 해양수산부장관 소관으로 하고 있음. 다만 수중레저 및 수상레저 모두 해수면 및 내수면에서 이루어지는 레저활동임에도 불구하고 두 활동에 대한 안전관리 기관이 상이하여 레저활동을 즐기는 일반국민들에게 혼선을 초래할 수 있다는 지적이 있음. 또한 안전관리 전문기관인 해양경찰청으로 하여금 수상레저활동뿐 아니라 수중레저활동의 안전관리에 대한 업무도 담당하게 함으로써 일관성 있게 관리하되 현지성이 높은 일부 사무의 경우 지역이해도가 높은 기초지방자치단체에서도 공동으로 수행할 수 있도록 하는 것이 합리적이라는 의견이 있음. 이에 해양수산부장관 소관 업무 중 안전과 관련된 분야를 해양경찰청장으로 이관하면서 수중레저활동 금지구역 지정 등 일부 사무에 대해서 시장ㆍ군수ㆍ구청장이 공동으로 수행할 수 있게 함으로써 수중레저활동자의 안전확보와 생명보호에 기여하려는 것임(안 제4조 등).
관광진흥법 일부개정법률안(대안),2204304,우리나라는 중국과의 협정을 바탕으로 중국인 단체관광객 유치 역량 등이 우수한 여행사를 중국 전담여행사로 지정하여 전담여행사로 하여금 중국인 단체관광객을 유치하도록 하고 있음. 한편 중국인 단체관광객의 규모가 증가하며 전담여행사 제도가 여행업자에게 끼치는 영향이 커지고 있으나 법적 근거 없이 문화체육관광부의 「중국 단체관광객 유치 전담여행사 업무 시행지침」에 근거해 운영되고 있어 전담여행사 지정 및 지정취소의 실효성 등과 관련된 분쟁이 발생하고 있음. 이에 현행법에 전담여행사 지정 및 지정취소 등에 관한 사항을 규정하여 전담여행사 제도의 법적 근거를 명확히 하고 제도의 실효성을 확보하여 안정적인 운영을 도모하려는 것임. 현행 ‘관광단지 제도’는 1975년에 도입된 이래 총 면적이 50만㎡ 이상인 대규모인 경우에만 시장ㆍ군수ㆍ구청장의 신청에 의하여 시ㆍ도지사가 지정하고 있음. 그러나 지속되는 저출산과 고령화의 추세 속에서 지역소멸 문제에 직면한 인구감소지역에 활력을 불어넣기 위해서는 해당 지역의 특성에 맞는 소규모 관광단지 등을 조성하여 관광객을 유치하고 지역경제를 살릴 수 있는 새로운 제도를 마련할 필요가 있음. 이에 인구감소지역에 소규모 관광단지 제도 등을 도입함으로써 지방 관광사업 활성화를 도모하고 지역소멸 위기를 극복하려는 것임. 각 관광지 및 지역별로 특색 및 여건이 다름에도 불구하고 현재 관광특구로 지정하려는 대상지역이 갖추어야 하는 시설요건을 문화체육관광부령으로 정하고 있음. 이에 관광특구 시설요건을 각 시ㆍ도 또는 특례시에서 정하도록 하여 각 지역의 특색 및 여건에 맞게 관광특구를 지정하고 지원할 수 있도록 하려는 것임. 대안의 주요내용 가. 관광과 관련하여 우리나라와 외국정부 간 양해각서ㆍ협정 등이 체결되어 있는 경우 관광객 유치 능력 등을 고려하여 해당 국가 관광객 유치를 전담하는 여행업자를 “전담여행사”로 지정ㆍ관리할 수 있도록 근거를 마련함(안 제12조의3 신설). 나. 「인구감소지역 지원 특별법」 제2조제1호에 따른 인구감소지역에 속하는 관광단지로서 문화체육관광부령으로 정하는 면적 기준에 해당하는 관광단지는 해당 인구감소지역을 관할하는 시장ㆍ군수ㆍ구청장이 지정하도록 함(안 제48조 제52조 등). 다. 문화체육관광부령으로 정하도록 한 관광특구의 시설요건을 시ㆍ도 또는 특례시의 조례로 정하도록 함(안 제70조).
출입국관리법 일부개정법률안,2201627,현행 「출입국관리법」 등에 따라 행정기관 및 공공기관은 국내 거주 외국인의 성명 성별 외국인등록번호 등 정보를 수집ㆍ관리하고 있으나 기관 간 통일된 인적정보 체계가 없어 서로 다른 방식으로 표기 및 관리하는 실정임. 출입국ㆍ외국인정책본부에는 성명이 영문으로 등록된 외국인이 다른 기관에는 성명이 한글로 등록되거나 한글 성명조차 여러 기관 간 일치하지 않는 등 동일인 확인에 불편이 초래되어 수사ㆍ과세ㆍ복지 등 행정업무가 신속하고 정확하게 추진되지 못한다는 지적이 제기됨. 이에 중앙행정기관 및 지방자치단체 등의 장이 외국인에 대한 표준화된 정보인 외국인 기본인적정보를 법무부장관에게 요청하는 경우 이를 제공할 수 있도록 하는 한편 외국인에 대한 정보를 보다 체계적으로 수집ㆍ보유ㆍ관리 및 제공할 수 있도록 법무부장관이 정보시스템을 구축ㆍ운영할 수 있는 근거를 마련하고자 함(안 제2조제17호 제78조의2 및 제78조의3 신설).
기후·기후변화 감시 및 예측 등에 관한 법률 일부개정법률안(대안),2208497,현행법은 기상청장으로 하여금 기후ㆍ기후변화 감시 및 예측 등에 관한 기본계획을 수립하는 경우 중앙행정기관의 장의 의견을 듣도록 하고 기상청장이 탄소중립 및 기후위기 관련 계획의 수립 또는 적응대책 마련 등을 위하여 국가 기후변화 표준 시나리오(이하 ‘표준시나리오’)를 우선 활용할 수 있도록 하고 있음. 그런데 기후ㆍ기후변화 감시 및 예측 등에 관한 기본계획 수립 시 정부기관뿐만 아니라 학계 민간 등 분야별로 다양한 의견 반영이 필요하고 「기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법」에는 기후변화에 대한 과학적 예측과 분석에 기반하여 온실가스 감축과 기후위기 적응 정책을 수립할 것을 원칙으로 정하고 있어 미래 기후변화 위험요인을 고려한 기후위기 대책 마련을 위해 표준시나리오를 적극 활용할 필요가 있지만 현재는 정책에 활용이 미흡한 수준이므로 표준시나리오의 활용을 의무화할 필요가 있다는 지적이 있음. 이에 기상청장은 기후ㆍ기후변화 감시 및 예측 등에 관한 기본계획을 수립하는 경우 미리 관련 전문가 등의 의견을 듣도록 하고 기후위기 대책 마련에 있어 관계 중앙행정기관의 장 또는 지방자치단체의 장으로 하여금 표준시나리오의 활용을 의무화하려는 것임(안 제4조 및 제9조). 아울러 지방정부의 에너지 전환이 매우 시급한데 비해 재생에너지 생산에 필요한 일사 일조시간 풍속 등의 기후ㆍ기후변화 감시정보와 예측 정보를 제공하기 위한 체계가 미흡하므로 기상청장이 「기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법」에 따라 기후위기 감시 및 예측 업무의 총괄ㆍ지원에 대한 역할을 적극적으로 수행할 수 있도록 법적 근거를 마련할 필요가 있음. 또한 현행법은 기후ㆍ기후변화에 관한 과학적 지식보급을 위하여 기후변화과학교육사를 양성 및 활용할 수 있도록 규정하여 기후변화과학교육사 자격에 대한 결격요건만을 법률에 정하고 있으나 빠르게 변화하는 기후ㆍ기후변화에 대한 과학적 지식보급을 위한 체계적인 전문인력 양성 및 활용에 대한 필요성이 점점 더 커지고 있음. 이에 기상청장이 신재생에너지 보급ㆍ확대를 지원하기 위하여 지역별 기후ㆍ기후변화 감시예측 정보를 제공하도록 하고 기상청장과 해양수산부장관의 기후ㆍ기후변화 감시 및 예측 기술의 발전에 필요한 전문인력 양성 업무 수행 근거를 법률에 명확히 부여하며 기후변화과학교육사의 자격 양성기관의 지정 등에 관한 사항을 법률에 규정함으로써 기상청장으로 하여금 기후변화과학교육사의 안정적인 양성 및 활용을 도모하도록 하려는 것임(안 제17조 및 제23조 안 제16조의2 제23조의2 및 제23조의3 신설). 대안의 주요내용 가. 기후ㆍ기후변화 감시 및 예측 등에 관한 기본계획 수립시 관계 전 문가 등의 의견청취 절차를 의무화함(안 제4조제1항). 나. 관계 중앙행정기관의 장 또는 지방자치단체의 장에게 미래의 기후위기 대응에 관한 계획의 수립 또는 대책 마련 시 국가 기후변화 표준시나리오의 활용을 의무화하고 그 활용에 관한 실태조사의 근거를 마련함(안 제9조). 다. 신재생 에너지 보급ㆍ확대를 지원하기 위하여 기상청장으로 하여금 지역별 기후ㆍ기후변화 감시 및 예측 정보를 제공하도록 함(안 제16조의2 신설). 라. 기후ㆍ기후변화 감시 및 예측 기술 발전에 필요한 전문인력 양성 근거를 마련함(안 제17조). 마. 기후변화과학교육사의 전문성 확보를 위해 기후변화과학교육사의 자격 수행 업무 자격 취소 양성기관의 지정 등에 관한 규정을 신설함(안 제23조 안 제23조의2ㆍ제23조의3 신설).
자치입법권 강화 및 지방자율성 제고를 위한 농수산물 품질관리법 등 3개 법률의 일부개정에 관한 법률안,2201176,지방자치단체 수행 사무에 관한 지방의 자율성을 제고하고 중앙행정기관과 지방자치단체의 관계를 상호 협력적인 방향으로 설정하기 위하여 종전에는 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 위해식품의 회수결과 등을 식품의약품안전처장에게 ‘보고’하도록 하던 것을 앞으로는 ‘통보’하도록 하는 등의 내용으로 「농수산물 품질관리법」 등 3개 법률을 개정하려는 것임.
과학관의 설립·운영 및 육성에 관한 법률 일부개정법률안(대안),2204327,공립과학관의 관람료 및 이용료를 지방자치단체가 조례로 정할 수 있도록 제한을 삭제하고 현재 공립과학관 설립 지원이 법적 근거 없이 이루어지고 있으므로 그 근거를 마련하려는 것임. 대안의 주요내용 가. 공립과학관의 관람료등의 금액 기준을 해당 지방자치단체의 조례로 정할 수 있도록 함(안 제10조). 나. 공립과학관 설립 지원 근거를 마련하고 교육감을 공립과학관 설립ㆍ운영 지원주체로 명시함(안 제17조).
한류산업진흥 기본법안(대안),2204323,한류는 우리나라의 영화 드라마 가요 등 대한민국의 대중문화가 아시아 유럽 남아메리카 등 세계 곳곳으로 확산되면서 현재는 ‘유행하는 대한민국 대중문화의 흐름’을 가리키는 용어가 되었음. 최근 한류의 영향력이 세계를 주도하며 글로벌 문화산업에서 한류연관산업이 중요한 위치를 차지하게 되었고 K팝 K드라마 같은 문화콘텐츠 외에도 한류를 기반으로 하는 관광산업 식품산업 패션산업 뷰티산업 등 연계산업이 형성됨에 따라 산업 전반에 영향을 미치는 새로운 성장동력으로 대두되고 있음. 그동안 한류를 진흥하기 위한 정부차원의 노력이 이루어져왔으나 관련법의 부재로 인해 부처별로 추진되고 있는 각종 한류지원정책의 조정 한류사업자의 해외진출에 대한 지원강화 등 국가적 차원의 지원 및 발굴ㆍ육성정책들이 효율적 효과적으로 시행되지 못하고 있는 것이 현실임. 이에 한류산업발전의 지원 및 육성에 필요한 사항을 규정한 법률을 제정함으로써 한류산업과 한류연관산업이 지속적으로 성장하여 국가경쟁력 강화와 국민경제의 발전에 이바지하려는 것임. 대안의 주요내용 가. 이 법은 한류산업 및 한류연관산업의 지원과 육성에 필요한 사항을 규정함으로써 한류의 지속가능한 발전 기반을 조성하고 이를 통하여 국가경쟁력 강화와 국민경제의 발전에 이바지하는 것을 목적으로 함(안 제1조). 나. ‘한류산업’이란 「문화산업진흥 기본법」 제2조제2호의 문화상품이 해외에서 널리 퍼지거나 소비되도록 이를 제작ㆍ유통하거나 관련 서비스를 제공하는 등의 산업이라고 정의함(안 제3조제2호). 다. 문화체육관광부장관은 한류산업 등의 기반을 조성하고 지속가능한 발전을 지원하기 위하여 한류산업 등의 진흥에 관한 중ㆍ장기 기본계획을 5년마다 수립ㆍ시행하고 기본계획에 따라 매년 한류산업 등의 진흥에 관한 시행계획을 수립ㆍ시행함(안 제6조 및 제7조). 라. 문화체육관광부장관은 한류 및 한류산업 등에 관한 실태조사를 매년 실시함(안 제8조). 마. 정부는 기본계획과 시행계획의 추진실적 등에 관한 보고서(이하 “연차보고서”라 한다)를 작성하여 매년 정기국회 개회 전까지 국회에 제출(안 제9조). 바. 문화체육관광부장관은 한류사업자 등이 한류산업 등과 관련한 국내외 동향을 신속하게 파악할 수 있도록 한류산업정보시스템을 구축ㆍ운영할 수 있음(안 제12조). 사. 문화체육관광부장관은 한류사업자의 국제교류 및 해외시장 진출 지원을 위하여 해외마케팅 및 홍보활동 지원 등의 사업을 추진할 수 있음(안 제13조). 아. 문화체육관광부장관은 한류산업 등에 관한 지식재산권 보호를 위하여 해외시장에서의 지식재산권의 출원을 지원하고 지식재산권 관련 분쟁을 해결하기 위하여 행ㆍ재정적 지원을 할 수 있음(안 제14조). 자. 문화체육관광부장관은 한류사업자의 국제교류 및 해외진출을 전문적으로 지원하기 위하여 대통령령으로 정하는 기관이나 법인 또는 단체를 한류산업 진흥 업무를 전담하는 기관으로 지정ㆍ운영할 수 있음(안 제18조).
상속세 및 증여세법 일부개정법률안(위원회안),2208510,현행법은 특정법인과의 거래를 통한 이익의 증여 의제 규정을 두고 있으나 불균등 감자(減資) 등 자본거래를 통한 이익분여의 경우 동 규정의 적용 대상에 해당하지 않아 이를 이용한 편법 증여 우려가 있는 상황임. 또한 친족에 대한 국민인식 변화를 반영하여 「국세기본법」에 따른 친족의 범위가 종래 ‘6촌 이내 혈족 4촌 이내 인척’에서 ‘4촌 이내 혈족 3촌 이내 인척’으로 개정되었으므로 증여재산 공제규정 적용대상으로서의 친족 범위도 이에 맞추어 조정할 필요가 있음. 이에 특정법인과의 거래를 통한 이익의 증여 의제가 적용되는 대상 범위를 보완하고 증여재산 공제규정이 적용되는 친족의 범위를 조정하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임. 주요내용 가. 특정법인과의 거래를 통한 이익의 증여의제가 적용되는 거래의 범위에 불균등 감자(減資) 등 자본거래를 추가함(안 제45조의5제1항제3호의2 신설) 나. 증여재산 공제가 적용되는 친족의 범위를 현행 ‘6촌 이내의 혈족 4촌 이내의 인척’에서 ‘4촌 이내 혈족 3촌 이내 인척’으로 조정함(안 제53조제4호) 다. 투자조합이 증권 등 권리를 보유？거래하는 경우 조합원의 인적사항 해당 권리 등의 보유？거래내역 등 자료의 제출을 의무화함(안 제82조제8항 신설).
자본시장과 금융투자업에 관한 법률 일부개정법률안,2204014,2023년 다자간매매체결회사에 대하여 최초로 예비인가가 부여됨에 따라 조만간 우리 증권시장이 경쟁체제로 전환될 예정임. 미국 일본 유럽 호주 등 해외 주요국에는 이미 다수의 다자간매매체결회사가 영업 중에 있으며 다자간매매체결회사의 정착에 따라 증시의 거래량을 증대하고 투자자의 거래편의를 증진하는 등 긍정적 효과가 나타난 바 있음. 이에 따라 우리나라에서도 다자간매매체결회사가 원활히 출범하여 운영될 수 있도록 기존 제도를 정비하려는 것임. 주요내용 가. 다자간매매체결회사에 대한 최선집행의무 미적용(안 제78조제2항) 다자간매매체결회사는 통상의 투자중개업자와 달리 투자자의 주문을 직접 전달ㆍ집행하지 않으므로 최선집행의무를 적용하지 아니함. 나. 공개매수 적용대상 정비(안 제133조제1항) 공개매수 관련 규정이 증권시장과 다자간매매체결회사에 동일하게 적용될 수 있도록 정비함. 다. 손해배상공동기금 활용범위 명확화(안 제394조제1항) 다자간매매체결회사에서의 매매거래에 따른 채무의 불이행으로 인하여 발생하는 손해를 배상하기 위하여 거래소의 손해배상공동기금을 활용할 수 있도록 명확히 함.
공무원연금법 일부개정법률안(대안),2206329,공무원이 공무로 사망하거나 전사하여 상위 계급·직급 또는 직위(고위공무원단 직위를 포함한다)에 승진 등 임용된 경우에는 퇴직유족연금일시금 등 급여의 산정을 대통령령으로 정하는 바에 따라 해당 상위 계급 등에서 재직한 것으로 간주하여 산정한 기준소득월액을 기초로 하도록 하여 국가와 국민을 위해 희생한 공무원과 유족들에 대해 실질적인 예우를 하려는 것임(안 제30조제1항 단서 신설).
마약류 관리에 관한 법률 일부개정법률안(대안),2208868,식품의약품안전처는 2020년부터 하수역학 기반 신종 불법 마약류 사용 행태조사 사업을 실시하고 있으며 현행법 개정을 통해 매년 하수역학 마약류 사용 행태조사를 실시하는 법적 근거가 마련된 상황임. 그런데 현행법은 조사 결과를 국민에게 알리는 규정이 없어 국민의 알 권리가 충분히 보장되지 못할 수 있고 조사 관련 업무를 위탁할 수 있는 법적 근거도 없어 위탁이 필요한 상황에서 업무 수행에 차질이 발생할 우려가 있음. 이에 하수역학 마약류 사용 행태조사를 실시한 후 그 결과를 의무적으로 공표하도록 하여 국민의 알 권리를 보장하고 필요한 경우에는 기관 또는 단체에 조사 관련 업무를 위탁할 수 있도록 하여 보다 효율적으로 업무를 수행할 수 있도록 하려는 것임. 또한 최근 마약류 및 약물 오남용의 사건이 지속적으로 증가하면서 재범도 증가하고 있음. 이 같은 마약류 중독자에 대해서는 강력한 처벌도 중요하지만 무엇보다 예방이 중요하며 이와 함께 중독자에 대한 완치와 재중독을 방지하기 위한 지속적인 관리가 중요함. 그러나 현행법에서는 마약류에 대한 관리를 중심으로 기본계획을 수립ㆍ시행하고 있을 뿐 예방에 대해서는 명시하고 있지 않고 마약류 중독자에 대한 지속적인 사후 관리가 부족한 것으로 보임. 이에 마약류 예방 및 중독자 관리에 대해서도 기본계획을 수립하여 연속성을 가지고 체계적으로 관리할 수 있도록 하고 마약류 중독자에 대하여 지속적으로 보호하고 관리할 수 있도록 하려는 것임. 한편 2023년도 기준 국내 마약사범의 수는 27 611명으로 전년도(18 395명) 대비 약 50.1% 증가하였음. 그런데 이와 같은 마약범죄의 급증은 청소년 등 미성년자에 대한 마약류 확산과 SNS 등을 통한 정보유통 및 마약류를 투약ㆍ흡연ㆍ섭취하도록 유인ㆍ권유하는 행위가 원인이 되고 있음. 시급히 마약류에 대한 불법적인 접근을 원천적으로 차단할 수 있도록 입법적 보완이 필요함. 이에 마약류 투약 등을 유인ㆍ권유하는 행위 등에 대하여 처벌하도록 하고 미성년자에게 마약류 투약 등을 유인ㆍ권유하는 행위를 가중처벌하도록 하여 마약류의 불법적 확산을 철저히 방지하려는 것임. 대안의 주요내용 가. 마약류 원료물질 임시마약류 등에 대하여 매매의 알선뿐 아니라 유인ㆍ권유 행위도 금지함(안 제3조제2호부터 제10호까지 제4조제1항제1호 제5조의2제5항제2호). 나. 현행법에서 금지하는 행위에 관한 정보를 타인에게 알리거나 제시하는 행위를 금지하되 마약류 오남용 예방교육 등 공익적 목적인 경우는 제외함(안 제3조제12호). 다. 타인에게 마약류의 투약 흡연 또는 섭취를 유인 또는 권유하는 행위를 금지하면서 제18조제2항제1호 또는 제21조제2항에 따라 허가를 받은 마약 또는 향정신성의약품은 제외함(안 제3조제13호 신설). 라. 식품의약품안전처장이 마약류 중독자의 사회복귀 이후 정상적인 일상생활의 유지 및 보호를 위한 업무를 수행하도록 하고 마약류중독자관리시스템을 구축ㆍ운영하도록 함(안 제51조의2). 마. 식품의약품안전처장이 하수역학 마약류 사용 행태조사의 결과를 공표하도록 하고 해당 조사에 관한 업무를 관계 기관 또는 단체에 위탁할 수 있도록 함(안 제51조의7).
